	Review
80360	"""I try so many thing include: try different 4k external monitor order, new highperformance 4k HDMI cable adapter, usb 3 hub, Intel Graphics software that let you set custom resolution, etc."""
80361	"""I try so many thing include: try different 4k external monitor order, new highperformance 4k HDMI cable adapter, usb 3 hub, Intel Graphics software that let you set custom resolution, etc."""
80362	"""I try so many thing include: try different 4k external monitor order, new highperformance 4k HDMI cable adapter, usb 3 hub, Intel Graphics software that let you set custom resolution, etc."""
80363	"""I try so many thing include: try different 4k external monitor order, new highperformance 4k HDMI cable adapter, usb 3 hub, Intel Graphics software that let you set custom resolution, etc."""
80364	"""I try so many thing include: try different 4k external monitor order, new highperformance 4k HDMI cable adapter, usb 3 hub, Intel Graphics software that let you set custom resolution, etc."""
80365	"""I try so many thing include: try different 4k external monitor order, new highperformance 4k HDMI cable adapter, usb 3 hub, Intel Graphics software that let you set custom resolution, etc."""
80420	the power port would not connect properly.
80421	the power port would not connect properly.
80422	the power port would not connect properly.
80466	the touchscreen work well.
80501	no backlight for keyboard.
80538	"""and to add insult to injury, the refund take out a little under 19000 for a restock fee."""
81881	the keyboard be just ok.
85871	the speed be not as expect.
85883	make in Texas.
87319	no damage at the port.
87387	I have file Complaint 588275 with the Georgia Atty general consumer protection dept.
87388	I have file Complaint 588275 with the Georgia Atty general consumer protection dept.
88825	the window activation mysteriously go unactive.
89758	the plastic housing be pop off and come apart and start to crack open the low part of the screen when rotate.
89759	the plastic housing be pop off and come apart and start to crack open the low part of the screen when rotate.
90046	"""the computer have be in a protective case since I buy it and out of nowhere, a piece of the left corner break and fall off."""
90279	I buy this computer not long ago and I buy it because I m a college student and I need a computer.
90308	this be an excellent buy.
90408	I buy this computer for school work mainly.
92065	"""this laptop be mid Keyboard, do not light up and have a high chance of be defective, the mouse pad be defective and the laptop click on its own."""
92066	"""this laptop be mid Keyboard, do not light up and have a high chance of be defective, the mouse pad be defective and the laptop click on its own."""
92067	"""this laptop be mid Keyboard, do not light up and have a high chance of be defective, the mouse pad be defective and the laptop click on its own."""
93548	the only thing it ever do be scan hardware.
93819	I have to restart my computer all the time.
94174	it also will not allow I to use Ccleaner.
94175	"""anytime the computer update, it go haywire and nothing work."""
95308	so basically I have a desktop computer now because if I keep openingclose the screen to carry around the house it will fail completely.
95309	so basically I have a desktop computer now because if I keep openingclose the screen to carry around the house it will fail completely.
95310	so basically I have a desktop computer now because if I keep openingclose the screen to carry around the house it will fail completely.
95311	Imagine that a laptop that should be call a tabletop.
95433	I can never get this laptop to output screen resolution above 1920x1080 to external monitor.
95434	I can never get this laptop to output screen resolution above 1920x1080 to external monitor.
95435	I can never get this laptop to output screen resolution above 1920x1080 to external monitor.
95436	the reason I do not reach out early be because I transfer all my date on to this laptop.
95498	"""send the return label asap and advise the process for reimbursement for shipping when I take it to Ups, as I do not expect to come out of my pocket to ship your faulty product back."""
95499	"""send the return label asap and advise the process for reimbursement for shipping when I take it to Ups, as I do not expect to come out of my pocket to ship your faulty product back."""
95565	I recommend this laptop for anyone look for an upgrade.
95566	I recommend this laptop for anyone look for an upgrade.
95596	"""I use it for browse and email, no gaming or streaming, and it be completely dead after 13 month of use."""
95627	"""I use it for browse and email, no gaming or streaming, and it be completely dead after 13 month of use."""
95628	"""I use it for browse and email, no gaming or streaming, and it be completely dead after 13 month of use."""
95629	"""I use it for browse and email, no gaming or streaming, and it be completely dead after 13 month of use."""
95810	"""great if you just want to use the laptop at coffee shop and such, but disappointing when you try connect it to an external 4k monitor."""
95811	"""great if you just want to use the laptop at coffee shop and such, but disappointing when you try connect it to an external 4k monitor."""
95812	"""great if you just want to use the laptop at coffee shop and such, but disappointing when you try connect it to an external 4k monitor."""
95813	the battery on this laptop do not last for more than hour on full charge.
98175	"""great computer, very easy to use, Easy to install progrm and very, very fast."""
99312	its a decent laptop for the price: plenty of RAM and HD space etc.
99313	its a decent laptop for the price: plenty of RAM and HD space etc.
99348	"""hello, I be write this review to show my displeasure with the computer in term of durability."""
99349	"""hello, I be write this review to show my displeasure with the computer in term of durability."""
99438	the perfect laptop for my businesseverything.
99439	I do alot of research and decide to go with this laptop base on price and feature and it continue to crash after reboot etc.
99440	I do alot of research and decide to go with this laptop base on price and feature and it continue to crash after reboot etc.
99441	I do alot of research and decide to go with this laptop base on price and feature and it continue to crash after reboot etc.
99443	Excelente laptop.
99690	"""great little computer, great speed, nice display, no issue so far."""
99691	"""great little computer, great speed, nice display, no issue so far."""
101390	it tell you that you will lose part of your speed and have to go to a different setting to do it.
101391	it tell you that you will lose part of your speed and have to go to a different setting to do it.
101680	the light code indicate it be something major and unrepairable.
101681	the light code indicate it be something major and unrepairable.
101723	"""the bootup process be wonky, nothing happen for two second after you press the power button, but you get use to it."""
101724	"""the bootup process be wonky, nothing happen for two second after you press the power button, but you get use to it."""
104183	"""it never clean file, get driver, download, tune performance or optimize network, which be why I really need Ccleaner."""
104184	"""it never clean file, get driver, download, tune performance or optimize network, which be why I really need Ccleaner."""
104185	"""it never clean file, get driver, download, tune performance or optimize network, which be why I really need Ccleaner."""
104186	"""it never clean file, get driver, download, tune performance or optimize network, which be why I really need Ccleaner."""
104371	a computer that be not cheap should not have thing like that happen to it.
104423	it look like a puzzle piece.
104424	it look like a puzzle piece.
104536	"""as a university student, its not that easy to buy a new computer, so I think I be buy something that would last and I realize that be not the case."""
104614	"""it run Windows 11 fine and be lightweight and a good size with functional keyboard and touchpadunfortunately, the right screen hinge be fail."""
104615	"""it run Windows 11 fine and be lightweight and a good size with functional keyboard and touchpadunfortunately, the right screen hinge be fail."""
104616	"""it run Windows 11 fine and be lightweight and a good size with functional keyboard and touchpadunfortunately, the right screen hinge be fail."""
104617	"""it run Windows 11 fine and be lightweight and a good size with functional keyboard and touchpadunfortunately, the right screen hinge be fail."""
104618	"""if you take a chance on this laptop, I suggest get the extended protection plan or you may be out over 40000 in a quick hurry."""
105114	"""upon far google, it seem Dell have be slack on their qa."""
105429	I can not download it or find the app for it in the Microsoft store.
105430	I can not download it or find the app for it in the Microsoft store.
105431	I can not download it or find the app for it in the Microsoft store.
105432	then you send it over to dell and they even have trouble fix.
105830	I have a g7 with a battery that hardly last an hour now and Dell have label battery as consumable.
105831	I have a g7 with a battery that hardly last an hour now and Dell have label battery as consumable.
105832	"""also, the mouse pad would not work right unless you put the computer on a flat surface."""
105833	3rd time I make the mistake of buy a Dell.
106560	"""Dell laptop battery only have a 1 year warranty, even with their bitterly expensive extended support plan."""
106561	"""Dell laptop battery only have a 1 year warranty, even with their bitterly expensive extended support plan."""
106562	"""Dell laptop battery only have a 1 year warranty, even with their bitterly expensive extended support plan."""
106563	"""Dell laptop battery only have a 1 year warranty, even with their bitterly expensive extended support plan."""
107848	"""I be really disappointed because I think that Dell be a good brand and that it would last I for many year, but I now see that this be not the case."""
107849	Dell refuse to do anything under warranty.
107902	good bye Dell.
107915	BEWARE Dell laptop.
107916	BEWARE Dell laptop.
108052	I be very disappointed.
108837	love it.
108839	"""my wife love it for what she do, and she do a lot."""
108958	highly recommend.
109015	Do not recommend this product.
109265	its awesome.
109300	I be very disappointed.
109551	thank you so much for supple this nice laptop.
109725	it will greatly disappoint.
109756	so my computer freeze a lot.
109895	"""do not have well picture, cause I have to protect what s leave of it."""
109944	I get it lateSo it have a glitch in it.
110015	but for the consumer in similar position I fail in trust.
110126	its easy to use and and meet all his need.
110322	I do not quite understand it.
110495	it say it would be.
110576	it give out of nowhere.
110671	big mistake on my end.
110702	be a nightmare.
110766	But no luck.
110872	what a rip.
110891	"""dell siempre haciendo equipos buenos, resistente y sencillo."""
110966	it be not fall.
111295	"""you can not say that the computer fall or something like that, because it do not have any impact mark as proof of it."""
111311	"""you expect for everything to run smoothly, but unfortunately this be the."""
111314	do this again?
111404	they claim you can not use their product when it be sit on your lap.
111407	the product will need to go outside to repair the laptop.
111495	"""if I could give it a 0 star, I would absolute garbage."""
111619	find something else.
111628	"""you get what you pay for, I guess."""
111769	she s have no problem.
111789	do not spend over 400 on these product.
112018	so if something go wrong she can not blame.
112019	will wait to hear back.
112044	I try my good reach out to seller.
112178	one year ago the back got break without anything.
112858	I m a college student and have this laptop for only one year and it be completely break down.
112876	keep use it and work fine so far.
112878	I order this laptop and it work great.
112883	it be throw around the box.
112890	and then could not get it to even turn off.
113186	after 10 month.
114642	I love this laptop.
114752	its not a terrible computer.
115239	I get it.
115311	the absolute bad computer I have come across.
115356	this laptop be use two hour a day at the most.
115357	be a Christmas gift for wife and it seem to work out very well.
115359	the laptop be throw in a large cardboard box with no packing.
115368	just when my laptop break.
115376	it be a very bad choice.
115701	receive 23 month.
116017	laptop would get very hot while in use.
116148	beware: mislead advertising.
116149	beware: mislead advertising.
116161	I encanta.
116190	cumple con los requisitos establecido muy bien.
